SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir,aqi
6,61,60,31,44,0.6,21.5,67,1013.2,0.8,75.1,60.06477
7,74,48,21,29,0.6,22.1,65,1013.2,0.7,6.3,61.730453
6,74,58,23,22,0.8,21.3,76,1013.2,0.7,236,64.70873
8,66,44,22,45,0.6,21.4,65,1012.4,1.1,136.5,57.056896
6,67,48,19,43,0.6,20.3,72,1011.4,0.8,19.9,59.137905
6,90,45,23,22,0.6,20.7,73,1010.7,0.6,225.1,67.23846
5,92,57,23,18,0.7,19.6,81,1010.1,0.8,325.5,71.85319
5,93,40,29,33,0.7,19,84,1009.7,1,37.3,67.9767
7,76,44,30,82,0.6,18.5,86,1009.7,1.2,41.8,61.829002
6,68,47,31,82,0.7,18.1,90,1010,1.3,32.1,59.01431
4,59,33,38,72,0.7,18,91,1010.4,1.6,27.2,55.972343
5,57,30,33,54,0.7,18.3,92,1010.7,1.3,59.3,52.825695
5,52,30,38,46,0.6,18.7,93,1011,1.5,64.5,54.15142
5,46,27,32,50,0.6,18.6,91,1011.3,1.6,52.7,48.43466
5,34,21,28,60,0.5,18.4,92,1011.2,1.7,34,42.4276
5,40,31,23,43,0.6,18.5,93,1010.8,1.8,27.4,42.990273
5,37,24,24,39,0.6,18.5,93,1010,1.6,49.7,41.04414
5,34,25,29,44,0.6,18.6,93,1009.5,1.6,35.3,43.366375
5,35,22,21,37,0.6,18.8,93,1009.2,1.1,47.2,38.849255
5,40,26,25,24,0.6,18.9,92,1009,1.4,20.6,43.24532
6,37,22,32,30,0.6,18.8,92,1008.8,1.4,41.1,46.38226
5,41,20,25,26,0.6,18.9,92,1008.9,1.4,34.6,43.37936
5,50,19,21,16,0.6,19,93,1009.3,1.5,27.7,44.680878
6,54,21,17,12,0.7,19.2,93,1009.5,1.4,33.5,45.42851
7,54,17,20,16,0.8,19.6,91,1009.3,1.4,42.7,45.306107
7,50,29,24,22,0.7,20.1,89,1009,1.6,43.7,46.491642
7,55,31,20,24,0.8,20.6,88,1008.6,1.3,29,48.565056
6,52,33,25,31,0.8,20.8,87,1007.9,1.3,40.7,48.16945
7,52,35,26,35,0.8,20.9,87,1007.2,1.4,52.4,48.615273
7,56,37,25,31,0.8,20.9,88,1006,1.5,61.2,50.64802
6,71,40,27,18,0.8,21,89,1005.5,1,42.7,57.69277
6,67,48,36,14,0.8,20.9,90,1005.4,1,356.8,59.70378
6,74,40,32,3,0.9,20.6,92,1005.3,1.2,20.4,60.10217
6,74,30,31,1,0.9,20.4,92,1006,1.8,16.8,59.354317
5,67,24,29,4,0.8,20.3,93,1006.5,1.2,44.9,55.694122
5,59,18,22,7,0.7,20.2,93,1007.3,1.5,33.6,48.70095
5,59,17,16,9,0.7,20.1,93,1007.7,1.1,40.9,46.837704
5,49,20,14,13,0.7,20.1,93,1008,1.2,16.3,43.383938
6,51,15,16,10,0.7,20.1,94,1007.8,1.4,38.6,43.02112
7,43,16,15,18,0.7,20.1,94,1007.4,1.3,32.5,39.453533
7,39,22,17,19,0.7,20,94,1006.8,1.4,31,39.606747
7,42,25,20,15,0.7,19.9,94,1006.4,1.5,20.3,41.64044
5,42,16,11,15,0.6,19.9,94,1006.1,1.4,24.3,39.578297
5,43,11,11,13,0.6,19.9,95,1006.2,1.2,32.4,38.399185
6,38,10,8,20,0.6,19.9,95,1006.6,1.4,30.5,36.048122
5,37,10,5,19,0.6,19.8,95,1006.9,1.3,29,35.91787
5,44,12,6,13,0.7,20,95,1007.5,1.4,26,39.178802
4,48,13,8,12,0.7,20.2,95,1007.8,1.6,36.7,41.158356
4,49,15,8,13,0.7,20.4,95,1008.4,1.5,31.5,42.187366
4,48,18,7,16,0.7,20.8,93,1008.3,1.6,35.2,42.771355
6,47,21,10,21,0.7,21.3,89,1008,1.9,33,42.89846
6,43,24,13,33,0.7,21.9,86,1007.9,1.9,46.1,42.109028
6,39,24,18,49,0.6,22.2,84,1007.4,2,41.4,40.416336
5,62,20,14,9,0.8,20.9,94,1006.1,1.6,27.6,48.438145
5,57,26,12,12,0.8,20.8,94,1006.4,1.6,39.5,48.417255
5,52,14,13,14,0.7,20.8,94,1007,1.7,31,42.73374
5,48,13,10,17,0.7,20.6,94,1007.8,1.5,48.6,40.92138
7,29,27,11,38,0.6,21.5,80,1009.5,2.7,64.3,37.535973
6,32,19,12,42,0.6,21.5,79,1009.7,2,69.2,36.29892
6,38,28,13,49,0.6,21.6,79,1009.2,2,69.9,41.482018
6,43,30,17,54,0.6,21.5,80,1008.8,1.6,63.3,43.937244
6,45,36,18,57,0.6,21.2,82,1008.2,1.8,58.8,46.586117
6,50,33,21,44,0.6,20.7,87,1007.7,1.2,59.3,47.537712
6,61,34,18,26,0.6,20.3,91,1007.4,1.1,63.9,52.394356
6,73,23,19,12,0.8,20.2,92,1007.6,1,62,54.15111
6,72,25,18,13,0.7,20,93,1007.7,1.4,62.9,53.953373
5,70,31,22,8,0.7,20,92,1008.2,1.3,65.1,54.985107
5,68,26,26,5,0.7,20.1,92,1008.4,1.5,63.5,54.431484
5,61,29,28,3,0.7,20.2,92,1009,1.1,66.5,53.193447
6,43,31,24,25,0.6,20.1,89,1008.6,1.1,77.4,44.087
5,44,28,24,24,0.6,20.2,88,1008.2,1,42.6,44.183815
6,40,28,22,26,0.6,20.2,87,1007.8,1.4,39.1,41.970387
6,49,34,22,7,0.7,20.1,90,1007.7,1.6,53.4,47.361103
8,42,30,26,17,0.7,20,90,1008,2,56.6,44.28745
8,39,22,26,21,0.7,20,89,1008.2,2.1,61,42.870686
7,33,17,15,21,0.7,20.2,87,1008.3,2.2,61,35.709606
6,44,19,16,16,0.7,20.5,86,1008.7,1.8,56.9,40.842754
7,46,29,20,21,0.7,20.5,85,1008.8,1.8,44.9,44.486763
6,52,28,21,13,0.7,20.3,87,1008.8,1.7,41.5,46.685123
5,53,26,22,13,0.7,19.9,91,1008.7,1.7,27.7,47.02148
6,52,27,18,13,0.8,20,93,1007.8,1.6,54.2,46.354134
6,53,19,20,13,0.8,20.3,92,1007,1.4,52.4,45.25493
5,50,17,13,21,0.7,20.5,91,1006.3,1.6,53.2,42.855927
6,57,25,19,9,0.8,20.4,92,1006.1,1.3,34,47.68234
6,59,22,17,4,0.8,20.3,93,1006.3,1.1,26.2,47.62024
6,60,20,15,1,0.9,20.3,93,1006.4,1.2,46,47.337986
6,60,23,25,2,0.8,20.2,93,1008,1,33.1,50.818325
6,44,14,15,10,0.7,20,94,1007.8,1.2,359.1,39.64294
5,39,9,9,16,0.6,19.9,94,1007.7,1.3,0.8,36.24583
4,34,8,8,20,0.6,19.9,95,1007.3,1.2,14,34.115387
4,43,9,5,8,0.6,19.9,95,1006.9,1,25.2,38.16237
6,41,15,8,1,0.7,20.1,95,1007.2,0.8,39.3,38.731937
6,35,8,10,5,0.7,20.4,94,1007.4,0.8,358.7,34.03887
6,36,16,8,5,0.8,21,90,1008,1.3,14.6,36.913815
6,38,18,11,10,0.8,21.6,86,1008.1,1.5,30.1,38.213505
9,35,17,9,23,0.7,22.6,81,1007.8,1.4,56.5,36.446896
10,33,25,15,36,0.7,23.9,76,1007.3,1.6,34.3,37.767944
7,35,33,20,47,0.7,24.9,72,1006.8,1.5,9.9,41.323566
6,35,33,22,67,0.7,26.2,68,1006.1,1.1,347.8,41.50144
6,32,38,20,79,0.7,26.1,68,1005.2,1.5,357.5,43.212704
5,28,36,20,79,0.7,26,69,1004.8,1.3,358.7,42.63904
5,36,31,12,59,0.7,25.8,70,1004.6,1.3,7.3,41.665646
6,44,35,13,58,0.8,25.8,71,1004.7,0.8,3.1,45.800205
5,43,32,13,57,0.8,25.7,72,1005.2,0.5,335.2,44.60167
5,45,34,16,48,0.9,25.3,74,1005.8,0.3,226.5,45.797432
5,70,49,19,14,1.2,25,77,1006.4,0.4,249.1,60.05533
6,68,46,32,21,1.1,25.1,75,1006.9,0.2,266.5,57.97103
6,78,58,28,8,1.2,25,76,1007.4,0.2,147.2,65.59834
8,81,61,32,1,1.2,24.6,78,1007.5,0.4,321.8,67.30504
9,53,59,31,2,1,23.8,79,1008.7,1.4,347.7,55.6749
9,48,45,25,5,0.9,24.4,76,1009.3,1.2,351.1,49.61955
7,40,46,24,14,0.8,25.1,73,1009.7,1.3,350.3,47.196545
7,41,34,16,23,0.8,26.2,68,1009.8,1.3,352.9,44.09728
7,36,39,18,39,0.8,26.6,65,1009.6,1.5,360,43.573338
6,28,30,15,60,0.7,27.5,62,1009,1.2,26,38.489334
7,22,29,16,85,0.7,28.1,61,1008,1.2,57.5,43.064236
5,19,28,18,103,0.7,28.8,59,1007,1.3,53.1,48.582962
6,29,44,12,106,0.7,28.6,60,1006.2,1.5,76.1,51.252266
7,32,45,20,109,0.7,28.4,62,1006.1,1.1,77.3,52.122967
7,38,38,14,101,0.8,28.2,63,1006.3,0.7,82.8,49.47267
8,58,40,18,89,0.8,27.9,64,1006.7,0.7,95.8,52.687817
10,61,73,28,120,1,27.3,69,1007.3,0.6,22.9,63.20171
11,69,92,55,71,1.2,26.6,75,1007.9,1.2,264.2,70.85427
14,81,112,69,22,1.3,25.9,80,1008.8,1.3,234.6,83.185074
12,61,86,74,39,1.1,25.3,80,1009.6,1.4,229.9,83.17434
8,37,37,58,57,0.8,24.8,81,1009.7,1.2,232.3,68.925186
7,36,29,36,46,0.8,24.3,83,1009.8,0.5,251.1,49.44074
8,36,41,35,37,0.8,23.8,86,1009.7,0.2,342.5,48.792133
10,37,41,31,25,0.8,23.8,86,1009.4,0.5,124,45.30276
8,49,41,33,12,0.8,23.6,87,1009.2,0.3,14.1,51.120827
9,50,34,37,12,0.8,23.5,87,1009.5,0.3,313.9,53.52112
9,59,50,37,1,1,23.7,88,1010.3,0.4,52.7,57.28493
10,64,54,46,6,1,24.5,83,1010.9,0.6,289.4,63.85861
17,70,62,51,23,1.1,25.3,79,1011.2,1,98.9,67.128395
25,69,82,61,40,1.1,26,76,1011.3,1,125.8,71.82601
26,75,72,66,60,1.1,27.1,72,1011.2,0.7,64.5,76.16671
22,67,66,68,112,1,28.2,68,1010.6,1.2,48.3,77.685326
13,37,72,66,178,0.8,29.4,62,1009.9,1.2,63.2,93.55549
8,22,46,57,198,0.7,30.3,57,1009.2,1.1,83.5,107.61784
9,28,73,41,236,0.8,30.8,57,1008.3,0.7,294.8,114.2829
9,32,71,50,248,0.8,30.9,57,1007.6,1.3,125.3,122.79153
10,29,74,55,227,0.8,30.6,58,1007,1.3,109.5,113.08588
8,30,72,54,217,0.8,30.5,58,1007.1,1.3,34.7,107.563736
8,33,66,48,201,0.8,29.8,60,1007.3,0.8,78.7,98.00225
10,44,73,44,147,1,28.8,66,1007.6,1.2,252.9,67.4289
19,46,88,52,118,1,28.1,69,1008.2,1.5,239.2,67.317635
23,49,82,62,94,0.9,27.1,72,1008.8,1.2,263.6,72.83781
14,48,68,55,76,1,26.3,74,1009.6,0.8,316.5,66.37504
13,46,77,58,59,0.9,25.6,78,1009.9,0.6,327.2,69.32955
13,44,88,60,50,0.9,25.3,79,1009.8,0.7,258.8,71.34859
21,38,76,56,61,0.8,25.2,74,1009.7,0.8,254.5,67.86974
20,36,56,48,55,0.8,24.8,74,1009.5,0.4,335.9,60.55115
14,37,51,43,43,0.8,24.2,77,1009.3,0.3,347.7,56.02269
15,40,54,48,42,0.8,23.9,78,1009.3,0.4,26.3,60.425774
10,44,54,46,31,0.8,23.7,80,1009.1,0.5,95.4,58.560387
9,47,43,40,20,0.8,23.8,81,1009.2,0.6,58.9,54.351887
14,46,38,46,43,0.7,25.2,71,1009.7,1.2,120.5,58.319443
14,46,42,36,50,0.7,26.2,66,1010,1.3,79.8,49.621803
14,37,37,27,70,0.6,26.8,63,1010.2,1.5,54.1,44.087173
11,37,38,20,80,0.6,28,60,1010.3,1.5,73,43.554207
10,31,47,18,91,0.6,28.6,58,1009.9,1.7,102.2,47.144474
14,27,39,18,115,0.6,29.2,57,1009.4,1.9,62.3,53.109825
11,21,42,23,131,0.6,29.8,57,1008.7,2.2,73.9,59.75622
9,25,37,17,131,0.6,30.2,58,1007.8,2,58.3,60.137547
7,20,46,20,168,0.6,30.5,58,1007.1,1.6,111.9,79.4732
6,22,47,23,139,0.6,29.9,60,1006.8,2,83.9,63.960484
7,27,35,14,122,0.6,29.6,60,1006.8,1.8,100.7,55.954266
6,20,32,16,115,0.6,29.2,60,1007.1,1.6,113.1,53.17477
7,29,25,15,84,0.6,28.6,63,1007.6,1.5,96.2,42.4878
7,30,30,11,68,0.6,28.2,66,1008.2,1.2,66,39.28124
8,37,28,15,53,0.6,27.6,67,1008.8,1.5,109.6,40.701916
9,43,29,12,42,0.6,27.1,68,1009.2,1.6,102.3,43.40466
9,43,28,16,33,0.6,26.8,67,1009.3,1,62.6,42.94859
12,53,33,15,22,0.6,26.6,68,1008.9,0.9,77.6,48.137325
10,49,19,20,20,0.6,26.3,70,1008.6,0.6,13.3,43.49574
11,47,29,19,17,0.7,25.9,74,1008.4,0.4,305.8,44.346107
13,40,52,16,18,0.7,25.9,76,1008.4,0.4,289.1,48.65683
11,48,51,26,10,0.7,26,76,1008.2,0.5,45.5,51.441284
10,61,40,23,2,0.8,26.1,76,1008.8,0.6,57.8,53.290104
12,54,46,25,11,0.7,26.6,73,1009.4,0.7,97.2,52.140778
12,39,46,27,29,0.7,27.4,72,1009.7,0.8,269.7,46.052925
13,43,47,25,35,0.8,27.6,71,1009.7,1.4,82.7,47.742573
14,45,50,39,84,0.7,29.5,68,1008.4,1.5,79.3,53.077747
9,30,64,33,136,0.7,30,66,1007.7,1.6,89.6,62.308178
9,30,50,34,136,0.7,30.5,66,1006.9,2.1,89,62.36848
8,25,54,30,126,0.7,30.6,66,1006.2,2.2,117.8,58.07619
8,26,44,25,109,0.6,30.3,68,1005.5,2.5,85,51.949856
7,28,48,23,81,0.7,29.8,70,1005.3,2,96.7,46.57629
6,28,67,15,68,0.7,29.3,73,1005.5,1.6,111.5,51.628616
6,28,54,20,48,0.7,28.4,76,1006.1,1.6,96.6,47.079075
6,32,34,20,33,0.7,27.6,78,1007.3,1.4,85.6,40.632404
7,27,36,26,35,0.7,27.2,79,1008,1.5,356.5,41.67851
6,17,25,24,43,0.6,27,78,1008.6,1.2,57.3,39.36202
6,18,19,17,37,0.6,26.7,80,1008.6,1.3,111.5,33.54172
6,20,6,19,35,0.6,26.6,82,1008.2,1.4,107.8,34.60735
6,15,16,15,38,0.6,26.7,80,1007.7,1,92,32.015144
6,17,20,15,32,0.6,26.4,81,1007.1,0.7,84,33.104317
6,17,23,16,29,0.6,26.2,82,1006.7,0.6,36.9,34.22099
6,19,24,14,26,0.6,26.4,82,1006.8,0.9,97.2,34.184177
7,21,29,16,25,0.6,26.4,82,1007,0.7,73,36.332657
7,25,22,15,19,0.6,26.5,82,1007.4,0.7,66.3,34.25777
7,30,32,15,16,0.7,26.8,82,1008.1,1,88.3,39.27042
8,34,41,21,15,0.7,27.1,80,1008.7,1.1,110.4,43.32826
8,34,39,22,29,0.7,28.1,75,1008.8,1.1,100.5,42.64184
8,35,37,28,35,0.6,28.6,72,1008.6,1.3,63.2,42.8152
6,33,46,22,68,0.6,29.5,69,1008.1,1.4,55,45.952778
7,25,44,22,145,0.7,31.1,62,1007.5,0.9,63.5,67.27764
7,23,62,31,157,0.7,31.6,61,1006.5,1.6,78.5,72.95621
7,27,54,32,135,0.6,30.9,65,1005.7,2,80.7,61.56675
6,33,88,22,95,0.6,29,77,1005.3,1.9,35.7,61.521885
6,33,90,32,83,0.6,28.6,80,1004.9,1.7,92.5,63.167328
6,44,69,25,54,0.7,28.7,81,1005,1.3,69.8,56.24966
8,51,46,23,27,0.7,28.7,81,1005.3,1.4,97.8,51.578156
10,36,33,16,31,0.7,28.5,79,1005.8,1.5,242.2,41.46504
10,19,24,19,34,0.7,28.4,78,1006.2,2.3,241.6,35.563663
7,19,28,16,30,0.7,27.9,80,1006.6,1.8,269.4,35.84278
10,19,25,12,26,0.7,27.7,80,1007.2,1.7,242.7,33.976192
12,20,24,15,25,0.7,27.5,81,1007.4,2,230.8,34.272892
10,19,25,17,25,0.7,27.4,82,1007.3,1.8,230,35.045193
10,20,16,16,21,0.7,27.2,83,1007,0.9,266.7,32.340916
8,20,29,17,18,0.7,26.8,86,1006.6,0.7,331.7,36.00495
6,20,27,21,16,0.6,26.7,86,1006.7,0.6,342.9,37.637733
7,30,28,18,5,0.6,26.6,87,1006.6,1,90.1,38.043102
11,38,53,24,2,0.7,26.3,91,1007.5,0.9,86.4,48.186333
9,27,28,30,14,0.7,27.6,85,1008,1.1,97.7,44.54094
6,28,26,27,15,0.7,28.3,81,1008.2,1.3,111.5,41.806446
6,32,44,22,16,0.7,28.8,80,1008.6,1.1,91.7,43.75935
7,33,39,23,35,0.7,29.8,75,1008.6,1.1,48.6,42.357613
6,30,44,19,47,0.6,30.3,74,1007.9,2,90.4,43.75665
7,27,62,22,50,0.7,28.7,82,1007.3,1.8,140.4,50.06055
5,19,79,22,54,0.6,27.8,84,1006.7,1.3,98.6,55.456062
4,28,19,10,76,0.7,29.2,79,1006,1.6,105,39.989925
5,32,48,15,65,0.7,29.7,80,1004.9,1.1,72.3,45.38721
6,24,29,22,62,0.6,30.3,75,1004.5,2.4,233.8,38.876343
5,22,49,18,46,0.6,30.1,76,1004.8,2,237.2,44.509872
5,23,34,20,34,0.7,29.9,78,1005.2,1.5,284.9,39.134224
4,24,36,19,27,0.7,29.6,78,1004.9,1.5,247,39.581314
5,19,31,23,29,0.7,29.3,79,1005.9,2,240,39.479412
4,22,37,20,24,0.7,29.1,81,1006.8,1.8,242.2,39.745785
5,18,32,22,24,0.7,28.7,84,1006.9,1.1,273.9,39.18028
6,19,61,20,22,0.7,28.6,84,1007,1.4,238.5,47.605724
5,19,46,19,20,0.7,28.5,84,1006.5,1.4,240.1,42.22654
5,18,33,16,18,0.6,28.3,86,1006.1,1.1,227.3,37.229916
5,20,35,18,14,0.6,28,86,1005.6,0.6,232.5,38.268272
5,21,30,14,12,0.6,27.7,88,1005,0.8,301.4,36.009556
6,21,35,17,10,0.6,27.5,90,1005,0.7,355.6,38.048306
5,27,33,19,4,0.7,27.2,92,1005.4,0.7,56.4,38.574986
3,27,34,16,6,0.7,27.6,91,1005.8,0.8,63.3,39.291897
3,31,37,23,10,0.8,28.7,85,1006.3,0.9,91,41.9174
4,26,34,28,27,0.8,30,78,1006.7,1,229.4,42.734028
8,25,47,25,39,0.8,30.9,73,1007.1,1.1,212.7,44.501057
8,20,41,20,77,0.7,32,69,1006.9,1.6,223.4,42.87875
10,18,56,25,117,0.7,33.8,61,1005.3,2.3,231.1,55.273495
6,14,56,32,93,0.7,32.5,69,1004.4,1.9,248.9,50.71204
4,15,31,24,83,0.7,33,68,1003.3,2,230.4,43.58321
4,16,41,24,80,0.6,33.2,65,1002.4,2.6,222.2,44.01704
4,17,42,23,71,0.6,33.4,62,1001.7,3,229.7,43.19742
3,18,34,19,65,0.6,33.6,59,1001.5,2.8,231.2,39.79207
3,23,50,17,50,0.7,32.4,64,1001.8,2.3,229.3,44.939358
3,24,47,20,39,0.7,31.2,68,1002.4,2.4,233.9,44.018875
2,21,33,18,33,0.7,30.5,71,1003.3,2.2,229,38.383755
2,22,37,17,25,0.7,30,73,1003.9,2.3,228.1,39.447704
5,21,31,14,19,0.7,29.7,74,1004.4,2,231.4,36.499275
4,20,34,14,17,0.7,29.2,78,1004.6,1.7,237,37.402924
2,16,30,14,18,0.6,29,80,1004.4,1.9,235,35.821514
2,17,30,16,18,0.6,28.9,80,1003.8,1.7,229.3,36.205406
2,18,31,13,14,0.6,28.4,83,1003.5,0.6,355.9,36.095913
3,20,28,12,10,0.6,28,85,1003.6,0.6,28.3,34.940342
4,18,31,13,12,0.6,28.1,85,1003.6,0.9,3.3,35.94074
2,22,32,13,8,0.6,28,87,1003.3,1,55.6,37.0864
2,17,34,22,15,0.7,28.4,85,1003.7,1,308.5,39.809025
2,18,29,17,19,0.7,29.2,81,1004.2,1.5,243.4,36.026596
3,20,35,20,24,0.8,29.9,78,1004.4,1.6,235.2,38.767197
1,23,47,21,32,0.8,30.3,78,1004.3,1.5,236.1,43.76521
2,10,37,17,89,0.6,34.5,58,1001.8,2.9,231.3,45.885223
1,12,37,14,84,0.6,34.1,60,1000.5,2.4,235,44.67691
6,19,50,24,52,0.7,32.2,67,1000.4,1.7,274,45.437286
6,18,34,18,42,0.7,31.4,70,1001,2.5,238,38.577084
7,16,43,16,37,0.6,30.6,74,1001.6,3.2,227.5,41.101562
6,15,36,17,30,0.6,30.1,77,1002.4,2.7,229.1,38.489353
5,14,28,16,28,0.6,29.8,79,1003,2.6,232.2,35.630432
8,16,38,19,26,0.6,29.6,80,1003.4,1.4,273.9,39.647987
7,12,28,15,29,0.6,29.4,81,1003.1,1.6,269.9,35.42358
5,10,26,16,32,0.6,29.4,81,1002.8,1.2,252.7,35.061523
8,13,29,15,31,0.6,29.3,81,1002.5,1.7,241.4,35.846775
9,14,32,14,30,0.6,29.2,82,1002.2,1.9,235.5,36.51364
6,13,29,20,32,0.6,29.2,83,1002,1.6,236.9,37.56597
7,16,35,13,27,0.6,28.9,84,1002.2,0.8,291,37.54194
8,17,31,20,28,0.6,29,84,1002.4,0.9,305.2,37.86053
11,20,22,22,31,0.7,30,79,1003.1,1,292,37.506454
9,17,30,17,46,0.7,31.3,72,1004,1.2,218.7,37.10438
8,17,54,24,58,0.7,31.4,69,1004.1,1.7,237,46.75096
9,17,39,23,72,0.7,32.2,66,1003.8,1.7,248.2,42.30962
9,14,39,21,97,0.6,33.2,61,1003.3,1.9,239,47.82388
7,15,41,16,118,0.7,33.5,60,1002.7,1.8,241.2,55.014584
7,13,41,22,123,0.7,34.2,59,1001.9,2,225.2,56.699448
7,11,62,24,112,0.7,34.9,58,1001,1.7,212.3,54.827618
6,12,48,22,106,0.6,34.7,58,1000.2,2.1,236,51.5767
5,13,43,17,95,0.6,34.2,59,999.8,2.6,235.9,48.02021
5,13,43,17,76,0.6,33.5,60,1000.1,2.6,255.2,43.493523
4,16,43,10,62,0.6,32.8,62,1000.4,2.6,247.4,41.516766
4,15,40,13,52,0.6,31.7,69,1001.2,2.2,251.2,40.20799
6,12,38,13,48,0.6,30.6,74,1002.2,3,243.5,38.967148
6,11,19,15,46,0.6,30.2,76,1003,2.5,246.2,33.09388
9,10,27,11,46,0.6,30,76,1003.8,2.5,245,34.52018
8,9,20,14,46,0.6,30,77,1004.2,2.2,241.6,33.16484
7,12,20,13,40,0.7,30,77,1004.1,1.6,252,32.56221
6,12,31,16,37,0.7,29.9,79,1003.9,1.4,273.1,36.656204
5,12,27,17,39,0.6,29.7,80,1003.2,1.7,263.1,35.88777
5,8,28,17,45,0.6,29.7,79,1003.1,2,247.6,36.295963
8,10,25,14,43,0.6,29.5,80,1003.5,1.1,284.9,34.629066
4,11,32,11,42,0.6,29.2,81,1003.9,0.9,13.8,36.363007
4,10,23,11,42,0.6,29.4,80,1004.4,1,349.9,33.131947
4,12,21,12,45,0.6,30.3,76,1004.8,1.2,285.7,32.898087
7,13,45,17,52,0.6,31.3,70,1005,1.5,227.2,42.164394
6,10,40,20,69,0.6,31.8,66,1005,2,242,41.807003
7,14,37,12,84,0.7,32.6,63,1005.1,2.2,231.9,43.807392
8,13,37,17,104,0.6,33.3,61,1005.1,1.8,230.9,49.633694
8,12,43,20,120,0.7,34.3,58,1004.8,1.5,225.6,55.744877
5,10,46,23,120,0.6,34.8,58,1004.3,1.4,211.5,56.12028
5,10,47,19,102,0.6,34.5,60,1003.5,2,230.6,50.451366
5,10,38,17,97,0.6,34.3,60,1002.8,2.4,231.7,47.8799
5,11,40,18,93,0.6,34.4,60,1002.6,2.1,264.1,47.023006
4,11,37,15,81,0.6,34,62,1002.5,2.4,260.9,43.437126
4,14,50,18,64,0.6,33,66,1002.9,2.8,235.5,44.70684
3,13,42,20,51,0.6,31.8,70,1003.4,3,230.6,41.667255
3,12,38,14,44,0.6,31,74,1004,3.3,228.3,39.08324
3,14,31,13,37,0.6,30.7,76,1004.6,2,240.6,36.47033
5,14,32,13,36,0.6,30.3,77,1005.4,1.6,265.2,36.69889
5,13,29,10,36,0.6,30.1,78,1005.5,1.2,266,35.134422
4,11,19,10,37,0.6,29.8,79,1005.3,1.9,242.8,31.527658
2,10,25,11,37,0.5,29.7,79,1005.2,1.3,251,33.839066
5,11,26,16,35,0.5,29.5,80,1004.6,1.2,236,35.323975
5,12,31,8,32,0.6,29.4,81,1004.4,1,302.9,35.29892
5,12,26,8,32,0.6,29.3,81,1004.7,0.9,17,33.562817
3,13,26,12,30,0.6,29.3,80,1005.5,0.6,63.5,34.23366
5,18,29,11,25,0.7,29.5,80,1006.2,0.7,278.5,35.28896
6,29,33,12,14,0.8,29.6,80,1006.8,0.7,294.5,39.324837
8,28,30,17,31,0.7,29.8,75,1007,1.1,311.8,37.626175
4,38,28,14,50,0.8,30,67,1006.8,1.2,303.3,41.466175
3,35,41,10,60,0.8,31.1,66,1006.8,1.4,344.7,44.671074
3,51,67,12,61,0.8,29.8,71,1006.8,1.9,4.7,59.186535
3,25,30,23,140,0.8,31,64,1005.4,2.5,13,65.169395
2,18,25,15,149,0.7,31.3,62,1005,2,16.9,69.98504
3,22,37,11,144,0.8,31.4,64,1004.7,1.8,12.1,67.39327
2,24,36,21,131,0.8,31.3,64,1005.1,1.5,5.5,60.074375
4,29,36,19,94,0.8,30.7,66,1005.8,1.8,5.9,46.812542
4,35,31,18,66,0.9,30,68,1006.4,1.9,355.8,40.92346
5,33,31,17,55,0.9,29.3,68,1007.4,1.9,343,40.042675
4,30,26,9,45,0.9,28.2,70,1008.2,1.9,10.4,37.722973
5,26,20,10,43,0.9,28.1,68,1008.8,2,358.9,34.07356
5,30,21,11,35,0.8,27.9,70,1008.4,1.9,38.9,36.06866
4,34,40,9,29,0.8,27.3,78,1008.4,1.2,74.4,43.912315
5,36,26,18,29,0.8,27.2,76,1008.3,0.9,47.4,39.775684
4,35,35,23,26,0.8,27.1,71,1007.5,1.2,35.9,42.18573
4,39,34,20,21,0.8,26.8,72,1007.4,1.1,49.7,43.586292
5,38,36,22,23,0.8,26.8,71,1007.6,1.2,66.3,43.590015
5,47,47,22,14,0.8,26.6,73,1007.8,1.3,59,50.675007
5,42,49,27,23,0.8,26.5,72,1008.2,1.7,70.3,49.097733
4,32,39,33,35,0.8,26.4,72,1008.9,1.6,67.3,47.057056
3,31,56,30,36,0.8,26.2,74,1009.5,1.7,59.8,49.05286
2,33,51,27,38,0.8,26.3,74,1009.8,1.5,75.2,47.22624
2,34,54,32,44,0.8,26.5,74,1009.9,1.6,75,49.28761
3,34,61,33,51,0.8,26.2,77,1009.7,1.8,48.9,52.07158
3,31,36,23,70,0.8,26.5,76,1009.4,1.4,58.3,42.377426
3,35,45,25,83,0.8,26.8,75,1008.7,1.2,76.8,46.679165
4,38,54,26,104,0.8,27.1,73,1007.9,1.4,103.6,52.193287
7,48,63,39,90,0.8,27.4,72,1007.1,1.3,102.9,56.34409
10,51,58,42,88,0.9,27.4,71,1006.8,1.3,89.9,56.301907
7,54,46,35,79,0.9,26.9,73,1007,1.3,83.8,53.350307
4,72,57,29,56,1,26.3,77,1007.6,0.7,357.4,63.310543
4,49,42,30,70,0.9,26.1,76,1008.5,1.3,13.6,49.71014
3,46,38,34,58,0.9,25,83,1008.8,1.3,95.7,49.80314
3,44,41,35,45,0.9,24.5,90,1009.4,1.1,102.5,50.18452
4,32,29,41,54,0.8,24.7,89,1009.9,1.2,92.2,53.88684
4,26,19,34,57,0.8,24.7,89,1009.8,0.9,84.6,47.825424
5,19,20,28,67,0.8,24.7,88,1008.8,1.1,111.5,44.017742
